activity_id,opportunity_id,activity_date,activity_type,channel,activity_status
2541,254,2025-03-30,Call,In-person,Completed
2542,254,2025-04-01,Demo,Email,Completed
2543,254,2025-04-07,Email,Phone,Completed
2544,254,2025-04-13,Meeting,Video,Completed
2551,255,2025-12-06,Meeting,Video,"No Response"
2552,255,2025-12-12,"Proposal Follow-up",In-person,Completed
2553,255,2025-12-14,Call,Email,Completed
2554,255,2025-12-20,Demo,Phone,Completed
2555,255,2025-12-26,Email,Video,Completed
2561,256,2025-04-21,Demo,Phone,Completed
2562,256,2025-04-27,Email,Video,Completed
2563,256,2025-05-03,Meeting,In-person,Completed
2564,256,2025-05-05,"Proposal Follow-up",Email,Completed
2565,256,2025-05-11,Call,Phone,Completed
2571,257,2025-12-28,"Proposal Follow-up",Email,Completed
2572,257,2026-01-03,Call,Phone,Completed
2573,257,2026-01-09,Demo,Video,"No Response"
2574,257,2026-01-15,Email,In-person,Completed
2575,257,2026-01-17,Meeting,Email,Completed
2581,258,2025-05-17,Email,In-person,Completed
2582,258,2025-05-19,Meeting,Email,"No Response"
2583,258,2025-05-25,"Proposal Follow-up",Phone,Completed
2584,258,2025-05-31,Call,Video,Completed
2585,258,2025-06-06,Demo,In-person,Completed
2591,259,2026-01-23,Call,Video,Completed
2592,259,2026-01-29,Demo,In-person,Completed
2593,259,2026-01-31,Email,Email,Completed
2594,259,2026-02-06,Meeting,Phone,Completed
2595,259,2026-02-12,"Proposal Follow-up",Video,Completed
2601,260,2025-06-08,Meeting,Phone,Completed
2602,260,2025-06-14,"Proposal Follow-up",Video,Completed
2603,260,2025-06-20,Call,In-person,Completed
2604,260,2025-06-22,Demo,Email,"No Response"
2611,261,2026-02-14,Demo,Email,Completed
2612,261,2026-02-20,Email,Phone,Completed
2613,261,2026-02-26,Meeting,Video,"No Response"
2614,261,2026-03-04,"Proposal Follow-up",In-person,Completed
2621,262,2025-07-04,"Proposal Follow-up",In-person,Completed
2622,262,2025-07-06,Call,Email,Completed
2623,262,2025-07-12,Demo,Phone,Completed
2631,263,2026-03-12,Email,Video,Completed
2632,263,2026-03-18,Meeting,In-person,Completed
2633,263,2026-03-20,"Proposal Follow-up",Email,Completed
2634,263,2026-03-26,Call,Phone,Completed
2635,263,2026-04-01,Demo,Video,"No Response"
2641,264,2025-07-26,Call,Phone,Completed
2642,264,2025-08-01,Demo,Video,Completed
2643,264,2025-08-07,Email,In-person,Completed
2644,264,2025-08-09,Meeting,Email,"No Response"
2651,265,2026-04-03,Meeting,Email,Completed
2652,265,2026-04-09,"Proposal Follow-up",Phone,Completed
2653,265,2026-04-15,Call,Video,Completed
2661,266,2025-08-21,Demo,In-person,Completed
2662,266,2025-08-23,Email,Email,Completed
2663,266,2025-08-29,Meeting,Phone,Completed
2664,266,2025-09-04,"Proposal Follow-up",Video,Completed
2671,267,2025-09-01,"Proposal Follow-up",Video,Completed
2672,267,2025-09-07,Call,In-person,"No Response"
2673,267,2025-09-09,Demo,Email,Completed
2674,267,2025-09-15,Email,Phone,Completed
2681,268,2025-01-15,Email,Phone,"No Response"
2682,268,2025-01-21,Meeting,Video,Completed
2683,268,2025-01-27,"Proposal Follow-up",In-person,Completed
2684,268,2025-01-29,Call,Email,Completed
2685,268,2025-02-04,Demo,Phone,Completed
2691,269,2025-09-23,Call,Email,Completed
2692,269,2025-09-29,Demo,Phone,Completed
2693,269,2025-10-05,Email,Video,Completed
2701,270,2025-02-10,Meeting,In-person,Completed
2702,270,2025-02-12,"Proposal Follow-up",Email,Completed
2703,270,2025-02-18,Call,Phone,"No Response"
2704,270,2025-02-24,Demo,Video,Completed
2711,271,2025-10-19,Demo,Video,Completed
2712,271,2025-10-25,Email,In-person,"No Response"
2713,271,2025-10-27,Meeting,Email,Completed
2714,271,2025-11-02,"Proposal Follow-up",Phone,Completed
2721,272,2025-03-04,"Proposal Follow-up",Phone,Completed
2722,272,2025-03-10,Call,Video,Completed
2723,272,2025-03-16,Demo,In-person,Completed
2724,272,2025-03-18,Email,Email,Completed
2725,272,2025-03-24,Meeting,Phone,Completed
2731,273,2025-11-10,Email,Email,Completed
2732,273,2025-11-16,Meeting,Phone,Completed
2733,273,2025-11-22,"Proposal Follow-up",Video,Completed
2741,274,2025-03-30,Call,In-person,Completed
2742,274,2025-04-01,Demo,Email,Completed
2743,274,2025-04-07,Email,Phone,"No Response"
2744,274,2025-04-13,Meeting,Video,Completed
2751,275,2025-12-06,Meeting,Video,Completed
2752,275,2025-12-12,"Proposal Follow-up",In-person,Completed
2753,275,2025-12-14,Call,Email,Completed
2754,275,2025-12-20,Demo,Phone,Completed
2761,276,2025-04-21,Demo,Phone,Completed
2762,276,2025-04-27,Email,Video,Completed
2763,276,2025-05-03,Meeting,In-person,Completed
2764,276,2025-05-05,"Proposal Follow-up",Email,Completed
2771,277,2025-12-28,"Proposal Follow-up",Email,Completed
2772,277,2026-01-03,Call,Phone,Completed
2773,277,2026-01-09,Demo,Video,Completed
2781,278,2025-05-17,Email,In-person,Completed
2782,278,2025-05-19,Meeting,Email,Completed
2783,278,2025-05-25,"Proposal Follow-up",Phone,Completed
2791,279,2026-01-23,Call,Video,Completed
2792,279,2026-01-29,Demo,In-person,Completed
2793,279,2026-01-31,Email,Email,Completed
2794,279,2026-02-06,Meeting,Phone,Completed
2795,279,2026-02-12,"Proposal Follow-up",Video,Completed
2801,280,2025-06-08,Meeting,Phone,Completed
2802,280,2025-06-14,"Proposal Follow-up",Video,"No Response"
2803,280,2025-06-20,Call,In-person,Completed
2804,280,2025-06-22,Demo,Email,Completed
2811,281,2025-06-19,Demo,Email,"No Response"
2812,281,2025-06-25,Email,Phone,Completed
2813,281,2025-07-01,Meeting,Video,Completed
2814,281,2025-07-07,"Proposal Follow-up",In-person,Completed
2821,282,2026-03-01,"Proposal Follow-up",In-person,Completed
2822,282,2026-03-03,Call,Email,Completed
2823,282,2026-03-09,Demo,Phone,Completed
2824,282,2026-03-15,Email,Video,Completed
2831,283,2025-07-15,Email,Video,Completed
2832,283,2025-07-21,Meeting,In-person,Completed
2833,283,2025-07-23,"Proposal Follow-up",Email,"No Response"
2834,283,2025-07-29,Call,Phone,Completed
2835,283,2025-08-04,Demo,Video,Completed
2841,284,2026-03-23,Call,Phone,Completed
2842,284,2026-03-29,Demo,Video,"No Response"
2843,284,2026-04-04,Email,In-person,Completed
2844,284,2026-04-06,Meeting,Email,Completed
2851,285,2025-08-06,Meeting,Email,Completed
2852,285,2025-08-12,"Proposal Follow-up",Phone,Completed
2853,285,2025-08-18,Call,Video,Completed
2854,285,2025-08-24,Demo,In-person,Completed
2855,285,2025-08-26,Email,Email,Completed
2861,286,2026-04-18,Demo,In-person,Completed
2862,286,2026-04-20,Email,Email,Completed
2863,286,2026-04-26,Meeting,Phone,Completed
2864,286,2026-05-02,"Proposal Follow-up",Video,"No Response"
2871,287,2025-09-01,"Proposal Follow-up",Video,Completed
2872,287,2025-09-07,Call,In-person,Completed
2873,287,2025-09-09,Demo,Email,"No Response"
2874,287,2025-09-15,Email,Phone,Completed
2875,287,2025-09-21,Meeting,Video,Completed
2881,288,2025-01-15,Email,Phone,Completed
2882,288,2025-01-21,Meeting,Video,Completed
2883,288,2025-01-27,"Proposal Follow-up",In-person,Completed
2891,289,2025-09-23,Call,Email,Completed
2892,289,2025-09-29,Demo,Phone,Completed
2893,289,2025-10-05,Email,Video,Completed
2894,289,2025-10-11,Meeting,In-person,Completed
2901,290,2025-02-10,Meeting,In-person,"No Response"
2902,290,2025-02-12,"Proposal Follow-up",Email,Completed
2903,290,2025-02-18,Call,Phone,Completed
2904,290,2025-02-24,Demo,Video,Completed
2911,291,2025-10-19,Demo,Video,Completed
2912,291,2025-10-25,Email,In-person,Completed
2913,291,2025-10-27,Meeting,Email,Completed
2914,291,2025-11-02,"Proposal Follow-up",Phone,Completed
2915,291,2025-11-08,Call,Video,Completed
2921,292,2025-03-04,"Proposal Follow-up",Phone,Completed
2922,292,2025-03-10,Call,Video,Completed
2923,292,2025-03-16,Demo,In-person,Completed
2924,292,2025-03-18,Email,Email,Completed
2925,292,2025-03-24,Meeting,Phone,Completed
2931,293,2025-11-10,Email,Email,Completed
2932,293,2025-11-16,Meeting,Phone,"No Response"
2933,293,2025-11-22,"Proposal Follow-up",Video,Completed
2941,294,2025-03-30,Call,In-person,"No Response"
2942,294,2025-04-01,Demo,Email,Completed
2943,294,2025-04-07,Email,Phone,Completed
2951,295,2025-04-10,Meeting,Video,Completed
2952,295,2025-04-16,"Proposal Follow-up",In-person,Completed
2953,295,2025-04-18,Call,Email,Completed
2954,295,2025-04-24,Demo,Phone,Completed
2961,296,2025-12-17,Demo,Phone,Completed
2962,296,2025-12-23,Email,Video,Completed
2963,296,2025-12-29,Meeting,In-person,"No Response"
2971,297,2025-05-02,"Proposal Follow-up",Email,Completed
2972,297,2025-05-08,Call,Phone,"No Response"
2973,297,2025-05-14,Demo,Video,Completed
2981,298,2026-01-12,Email,In-person,Completed
2982,298,2026-01-14,Meeting,Email,Completed
2983,298,2026-01-20,"Proposal Follow-up",Phone,Completed
2984,298,2026-01-26,Call,Video,Completed
2985,298,2026-02-01,Demo,In-person,"No Response"
2991,299,2025-05-28,Call,Video,Completed
2992,299,2025-06-03,Demo,In-person,Completed
2993,299,2025-06-05,Email,Email,Completed
2994,299,2025-06-11,Meeting,Phone,"No Response"
3001,300,2026-02-03,Meeting,Phone,Completed
3002,300,2026-02-09,"Proposal Follow-up",Video,Completed
3003,300,2026-02-15,Call,In-person,Completed
3004,300,2026-02-17,Demo,Email,Completed
3011,301,2025-06-19,Demo,Email,Completed
3012,301,2025-06-25,Email,Phone,Completed
3013,301,2025-07-01,Meeting,Video,Completed
3014,301,2025-07-07,"Proposal Follow-up",In-person,Completed
3015,301,2025-07-09,Call,Email,Completed
3021,302,2026-03-01,"Proposal Follow-up",In-person,Completed
3022,302,2026-03-03,Call,Email,Completed
3031,303,2025-07-15,Email,Video,"No Response"
3032,303,2025-07-21,Meeting,In-person,Completed
3033,303,2025-07-23,"Proposal Follow-up",Email,Completed
3041,304,2026-03-23,Call,Phone,Completed
3042,304,2026-03-29,Demo,Video,Completed
3051,305,2025-08-06,Meeting,Email,Completed
3052,305,2025-08-12,"Proposal Follow-up",Phone,Completed
3053,305,2025-08-18,Call,Video,Completed
3054,305,2025-08-24,Demo,In-person,Completed
3055,305,2025-08-26,Email,Email,Completed
3061,306,2026-04-18,Demo,In-person,Completed
3062,306,2026-04-20,Email,Email,"No Response"
3063,306,2026-04-26,Meeting,Phone,Completed
3064,306,2026-05-02,"Proposal Follow-up",Video,Completed
3071,307,2025-09-01,"Proposal Follow-up",Video,"No Response"
3072,307,2025-09-07,Call,In-person,Completed
3073,307,2025-09-09,Demo,Email,Completed
3074,307,2025-09-15,Email,Phone,Completed
3081,308,2025-01-15,Email,Phone,Completed
3082,308,2025-01-21,Meeting,Video,Completed
3083,308,2025-01-27,"Proposal Follow-up",In-person,Completed
3084,308,2025-01-29,Call,Email,Completed
3085,308,2025-02-04,Demo,Phone,Completed
3091,309,2025-01-26,Call,Email,Completed
3092,309,2025-02-01,Demo,Phone,Completed
3093,309,2025-02-07,Email,Video,"No Response"
3094,309,2025-02-13,Meeting,In-person,Completed
3101,310,2025-10-08,Meeting,In-person,Completed
3102,310,2025-10-10,"Proposal Follow-up",Email,"No Response"
3103,310,2025-10-16,Call,Phone,Completed
3104,310,2025-10-22,Demo,Video,Completed
3111,311,2025-02-21,Demo,Video,Completed
3112,311,2025-02-27,Email,In-person,Completed
3113,311,2025-03-01,Meeting,Email,Completed
3114,311,2025-03-07,"Proposal Follow-up",Phone,Completed
3121,312,2025-10-30,"Proposal Follow-up",Phone,Completed
3122,312,2025-11-05,Call,Video,Completed
3123,312,2025-11-11,Demo,In-person,Completed
3124,312,2025-11-13,Email,Email,"No Response"
3131,313,2025-03-15,Email,Email,Completed
3132,313,2025-03-21,Meeting,Phone,Completed
3133,313,2025-03-27,"Proposal Follow-up",Video,Completed
3134,313,2025-04-02,Call,In-person,Completed
3141,314,2025-11-25,Call,In-person,Completed
3142,314,2025-11-27,Demo,Email,Completed
3143,314,2025-12-03,Email,Phone,Completed
3144,314,2025-12-09,Meeting,Video,Completed
3151,315,2025-04-10,Meeting,Video,Completed
3152,315,2025-04-16,"Proposal Follow-up",In-person,Completed
3161,316,2025-12-17,Demo,Phone,"No Response"
3162,316,2025-12-23,Email,Video,Completed
3163,316,2025-12-29,Meeting,In-person,Completed
3171,317,2025-05-02,"Proposal Follow-up",Email,Completed
3172,317,2025-05-08,Call,Phone,Completed
3173,317,2025-05-14,Demo,Video,Completed
3174,317,2025-05-20,Email,In-person,Completed
3175,317,2025-05-22,Meeting,Email,Completed
3181,318,2026-01-12,Email,In-person,Completed
3182,318,2026-01-14,Meeting,Email,Completed
3183,318,2026-01-20,"Proposal Follow-up",Phone,Completed
3184,318,2026-01-26,Call,Video,Completed
3191,319,2025-05-28,Call,Video,Completed
3192,319,2025-06-03,Demo,In-person,"No Response"
3201,320,2026-02-03,Meeting,Phone,"No Response"
3202,320,2026-02-09,"Proposal Follow-up",Video,Completed
3203,320,2026-02-15,Call,In-person,Completed
3204,320,2026-02-17,Demo,Email,Completed
3205,320,2026-02-23,Email,Phone,Completed
3211,321,2025-06-19,Demo,Email,Completed
3212,321,2025-06-25,Email,Phone,Completed
3213,321,2025-07-01,Meeting,Video,Completed
3214,321,2025-07-07,"Proposal Follow-up",In-person,"No Response"
3221,322,2026-03-01,"Proposal Follow-up",In-person,Completed
3222,322,2026-03-03,Call,Email,Completed
3223,322,2026-03-09,Demo,Phone,"No Response"
3231,323,2026-03-12,Email,Video,Completed
3232,323,2026-03-18,Meeting,In-person,Completed
3233,323,2026-03-20,"Proposal Follow-up",Email,Completed
3234,323,2026-03-26,Call,Phone,Completed
3241,324,2025-07-26,Call,Phone,Completed
3242,324,2025-08-01,Demo,Video,Completed
3243,324,2025-08-07,Email,In-person,Completed
3251,325,2026-04-03,Meeting,Email,Completed
3252,325,2026-04-09,"Proposal Follow-up",Phone,Completed
3253,325,2026-04-15,Call,Video,Completed
3254,325,2026-04-21,Demo,In-person,"No Response"
3261,326,2025-08-21,Demo,In-person,Completed
3262,326,2025-08-23,Email,Email,Completed
3263,326,2025-08-29,Meeting,Phone,Completed
3264,326,2025-09-04,"Proposal Follow-up",Video,Completed
3271,327,2026-04-29,"Proposal Follow-up",Video,Completed
3272,327,2026-05-05,Call,In-person,Completed
3273,327,2026-05-07,Demo,Email,Completed
3274,327,2026-05-13,Email,Phone,Completed
3275,327,2026-05-19,Meeting,Video,Completed
3281,328,2025-09-12,Email,Phone,Completed
3282,328,2025-09-18,Meeting,Video,Completed
3283,328,2025-09-24,"Proposal Follow-up",In-person,Completed
3291,329,2025-01-26,Call,Email,"No Response"
3292,329,2025-02-01,Demo,Phone,Completed
3293,329,2025-02-07,Email,Video,Completed
3294,329,2025-02-13,Meeting,In-person,Completed
3301,330,2025-10-08,Meeting,In-person,Completed
3302,330,2025-10-10,"Proposal Follow-up",Email,Completed
3303,330,2025-10-16,Call,Phone,Completed
3304,330,2025-10-22,Demo,Video,Completed
3311,331,2025-02-21,Demo,Video,Completed
3312,331,2025-02-27,Email,In-person,Completed
3321,332,2025-10-30,"Proposal Follow-up",Phone,Completed
3322,332,2025-11-05,Call,Video,"No Response"
3323,332,2025-11-11,Demo,In-person,Completed
3324,332,2025-11-13,Email,Email,Completed
3331,333,2025-03-15,Email,Email,"No Response"
3332,333,2025-03-21,Meeting,Phone,Completed
3333,333,2025-03-27,"Proposal Follow-up",Video,Completed
3341,334,2025-11-25,Call,In-person,Completed
3342,334,2025-11-27,Demo,Email,Completed
3343,334,2025-12-03,Email,Phone,Completed
3351,335,2025-04-10,Meeting,Video,Completed
3352,335,2025-04-16,"Proposal Follow-up",In-person,Completed
3353,335,2025-04-18,Call,Email,"No Response"
3354,335,2025-04-24,Demo,Phone,Completed
3355,335,2025-04-30,Email,Video,Completed
3361,336,2025-12-17,Demo,Phone,Completed
3362,336,2025-12-23,Email,Video,Completed
3363,336,2025-12-29,Meeting,In-person,Completed
3364,336,2025-12-31,"Proposal Follow-up",Email,Completed
3371,337,2025-05-02,"Proposal Follow-up",Email,Completed
3372,337,2025-05-08,Call,Phone,Completed
3373,337,2025-05-14,Demo,Video,Completed
3374,337,2025-05-20,Email,In-person,Completed
3381,338,2025-05-17,Email,In-person,Completed
3382,338,2025-05-19,Meeting,Email,Completed
3391,339,2026-01-23,Call,Video,Completed
3392,339,2026-01-29,Demo,In-person,Completed
3393,339,2026-01-31,Email,Email,Completed
3394,339,2026-02-06,Meeting,Phone,Completed
3401,340,2025-06-08,Meeting,Phone,Completed
3402,340,2025-06-14,"Proposal Follow-up",Video,Completed
3403,340,2025-06-20,Call,In-person,Completed
3404,340,2025-06-22,Demo,Email,Completed
3411,341,2026-02-14,Demo,Email,Completed
3412,341,2026-02-20,Email,Phone,Completed
3413,341,2026-02-26,Meeting,Video,Completed
3414,341,2026-03-04,"Proposal Follow-up",In-person,Completed
3421,342,2025-07-04,"Proposal Follow-up",In-person,"No Response"
3422,342,2025-07-06,Call,Email,Completed
3423,342,2025-07-12,Demo,Phone,Completed
3431,343,2026-03-12,Email,Video,Completed
3432,343,2026-03-18,Meeting,In-person,Completed
3433,343,2026-03-20,"Proposal Follow-up",Email,Completed
3434,343,2026-03-26,Call,Phone,Completed
3441,344,2025-07-26,Call,Phone,Completed
3442,344,2025-08-01,Demo,Video,Completed
3443,344,2025-08-07,Email,In-person,"No Response"
3444,344,2025-08-09,Meeting,Email,Completed
3445,344,2025-08-15,"Proposal Follow-up",Phone,Completed
3451,345,2026-04-03,Meeting,Email,Completed
3452,345,2026-04-09,"Proposal Follow-up",Phone,"No Response"
3453,345,2026-04-15,Call,Video,Completed
3461,346,2025-08-21,Demo,In-person,Completed
3462,346,2025-08-23,Email,Email,Completed
3463,346,2025-08-29,Meeting,Phone,Completed
3464,346,2025-09-04,"Proposal Follow-up",Video,Completed
3471,347,2026-04-29,"Proposal Follow-up",Video,Completed
3472,347,2026-05-05,Call,In-person,Completed
3473,347,2026-05-07,Demo,Email,Completed
3474,347,2026-05-13,Email,Phone,"No Response"
3481,348,2025-09-12,Email,Phone,Completed
3482,348,2025-09-18,Meeting,Video,Completed
3483,348,2025-09-24,"Proposal Follow-up",In-person,"No Response"
3484,348,2025-09-26,Call,Email,Completed
3491,349,2025-01-26,Call,Email,Completed
3492,349,2025-02-01,Demo,Phone,Completed
3501,350,2025-10-08,Meeting,In-person,Completed
3502,350,2025-10-10,"Proposal Follow-up",Email,Completed
3503,350,2025-10-16,Call,Phone,Completed
3504,350,2025-10-22,Demo,Video,Completed
3511,351,2025-02-21,Demo,Video,Completed
3512,351,2025-02-27,Email,In-person,Completed
3521,352,2025-03-04,"Proposal Follow-up",Phone,Completed
3522,352,2025-03-10,Call,Video,Completed
3523,352,2025-03-16,Demo,In-person,Completed
3524,352,2025-03-18,Email,Email,Completed
3531,353,2025-11-10,Email,Email,Completed
3532,353,2025-11-16,Meeting,Phone,Completed
3533,353,2025-11-22,"Proposal Follow-up",Video,Completed
3534,353,2025-11-28,Call,In-person,Completed
3541,354,2025-03-30,Call,In-person,Completed
3542,354,2025-04-01,Demo,Email,Completed
3551,355,2025-12-06,Meeting,Video,"No Response"
3552,355,2025-12-12,"Proposal Follow-up",In-person,Completed
3553,355,2025-12-14,Call,Email,Completed
3554,355,2025-12-20,Demo,Phone,Completed
3555,355,2025-12-26,Email,Video,Completed
3561,356,2025-04-21,Demo,Phone,Completed
3562,356,2025-04-27,Email,Video,Completed
3571,357,2025-12-28,"Proposal Follow-up",Email,Completed
3572,357,2026-01-03,Call,Phone,Completed
3581,358,2025-05-17,Email,In-person,Completed
3582,358,2025-05-19,Meeting,Email,"No Response"
3583,358,2025-05-25,"Proposal Follow-up",Phone,Completed
3584,358,2025-05-31,Call,Video,Completed
3591,359,2026-01-23,Call,Video,Completed
3592,359,2026-01-29,Demo,In-person,Completed
3593,359,2026-01-31,Email,Email,Completed
3601,360,2025-06-08,Meeting,Phone,Completed
3602,360,2025-06-14,"Proposal Follow-up",Video,Completed
3603,360,2025-06-20,Call,In-person,Completed
3604,360,2025-06-22,Demo,Email,"No Response"
3611,361,2026-02-14,Demo,Email,Completed
3612,361,2026-02-20,Email,Phone,Completed
3613,361,2026-02-26,Meeting,Video,"No Response"
3614,361,2026-03-04,"Proposal Follow-up",In-person,Completed
3615,361,2026-03-06,Call,Email,Completed
3621,362,2025-07-04,"Proposal Follow-up",In-person,Completed
3622,362,2025-07-06,Call,Email,Completed
3631,363,2026-03-12,Email,Video,Completed
3632,363,2026-03-18,Meeting,In-person,Completed
3633,363,2026-03-20,"Proposal Follow-up",Email,Completed
3634,363,2026-03-26,Call,Phone,Completed
3641,364,2025-07-26,Call,Phone,Completed
3642,364,2025-08-01,Demo,Video,Completed
3643,364,2025-08-07,Email,In-person,Completed
3644,364,2025-08-09,Meeting,Email,"No Response"
3645,364,2025-08-15,"Proposal Follow-up",Phone,Completed
3651,365,2026-04-03,Meeting,Email,Completed
3652,365,2026-04-09,"Proposal Follow-up",Phone,Completed
3653,365,2026-04-15,Call,Video,Completed
3654,365,2026-04-21,Demo,In-person,Completed
3655,365,2026-04-23,Email,Email,Completed
3661,366,2026-04-18,Demo,In-person,Completed
3662,366,2026-04-20,Email,Email,Completed
3663,366,2026-04-26,Meeting,Phone,Completed
3664,366,2026-05-02,"Proposal Follow-up",Video,Completed
3671,367,2025-09-01,"Proposal Follow-up",Video,Completed
3672,367,2025-09-07,Call,In-person,"No Response"
3673,367,2025-09-09,Demo,Email,Completed
3674,367,2025-09-15,Email,Phone,Completed
3681,368,2025-01-15,Email,Phone,"No Response"
3682,368,2025-01-21,Meeting,Video,Completed
3683,368,2025-01-27,"Proposal Follow-up",In-person,Completed
3684,368,2025-01-29,Call,Email,Completed
3691,369,2025-09-23,Call,Email,Completed
3692,369,2025-09-29,Demo,Phone,Completed
3693,369,2025-10-05,Email,Video,Completed
3694,369,2025-10-11,Meeting,In-person,Completed
3701,370,2025-02-10,Meeting,In-person,Completed
3702,370,2025-02-12,"Proposal Follow-up",Email,Completed
3703,370,2025-02-18,Call,Phone,"No Response"
3704,370,2025-02-24,Demo,Video,Completed
3711,371,2025-10-19,Demo,Video,Completed
3712,371,2025-10-25,Email,In-person,"No Response"
3713,371,2025-10-27,Meeting,Email,Completed
3721,372,2025-03-04,"Proposal Follow-up",Phone,Completed
3722,372,2025-03-10,Call,Video,Completed
3723,372,2025-03-16,Demo,In-person,Completed
3724,372,2025-03-18,Email,Email,Completed
3725,372,2025-03-24,Meeting,Phone,Completed
3731,373,2025-11-10,Email,Email,Completed
3732,373,2025-11-16,Meeting,Phone,Completed
3733,373,2025-11-22,"Proposal Follow-up",Video,Completed
3734,373,2025-11-28,Call,In-person,"No Response"
3741,374,2025-03-30,Call,In-person,Completed
3742,374,2025-04-01,Demo,Email,Completed
3751,375,2025-12-06,Meeting,Video,Completed
3752,375,2025-12-12,"Proposal Follow-up",In-person,Completed
3753,375,2025-12-14,Call,Email,Completed
3754,375,2025-12-20,Demo,Phone,Completed
3755,375,2025-12-26,Email,Video,Completed
3761,376,2025-04-21,Demo,Phone,Completed
3762,376,2025-04-27,Email,Video,Completed
3763,376,2025-05-03,Meeting,In-person,Completed
3764,376,2025-05-05,"Proposal Follow-up",Email,Completed
3771,377,2025-12-28,"Proposal Follow-up",Email,Completed
3772,377,2026-01-03,Call,Phone,Completed
3773,377,2026-01-09,Demo,Video,Completed
3781,378,2025-05-17,Email,In-person,Completed
3782,378,2025-05-19,Meeting,Email,Completed
3783,378,2025-05-25,"Proposal Follow-up",Phone,Completed
3784,378,2025-05-31,Call,Video,Completed
3791,379,2026-01-23,Call,Video,Completed
3792,379,2026-01-29,Demo,In-person,Completed
3793,379,2026-01-31,Email,Email,Completed
3794,379,2026-02-06,Meeting,Phone,Completed
3795,379,2026-02-12,"Proposal Follow-up",Video,Completed
3801,380,2026-02-03,Meeting,Phone,Completed
3802,380,2026-02-09,"Proposal Follow-up",Video,"No Response"
3803,380,2026-02-15,Call,In-person,Completed
3804,380,2026-02-17,Demo,Email,Completed
3811,381,2025-06-19,Demo,Email,"No Response"
3812,381,2025-06-25,Email,Phone,Completed
3813,381,2025-07-01,Meeting,Video,Completed
3814,381,2025-07-07,"Proposal Follow-up",In-person,Completed
3815,381,2025-07-09,Call,Email,Completed
3821,382,2026-03-01,"Proposal Follow-up",In-person,Completed
3822,382,2026-03-03,Call,Email,Completed
3831,383,2025-07-15,Email,Video,Completed
3832,383,2025-07-21,Meeting,In-person,Completed
3833,383,2025-07-23,"Proposal Follow-up",Email,"No Response"
3834,383,2025-07-29,Call,Phone,Completed
3841,384,2026-03-23,Call,Phone,Completed
3842,384,2026-03-29,Demo,Video,"No Response"
3851,385,2025-08-06,Meeting,Email,Completed
3852,385,2025-08-12,"Proposal Follow-up",Phone,Completed
3861,386,2026-04-18,Demo,In-person,Completed
3862,386,2026-04-20,Email,Email,Completed
3863,386,2026-04-26,Meeting,Phone,Completed
3864,386,2026-05-02,"Proposal Follow-up",Video,"No Response"
3871,387,2025-09-01,"Proposal Follow-up",Video,Completed
3872,387,2025-09-07,Call,In-person,Completed
3873,387,2025-09-09,Demo,Email,"No Response"
3874,387,2025-09-15,Email,Phone,Completed
3881,388,2025-01-15,Email,Phone,Completed
3882,388,2025-01-21,Meeting,Video,Completed
3883,388,2025-01-27,"Proposal Follow-up",In-person,Completed
3884,388,2025-01-29,Call,Email,Completed
3891,389,2025-09-23,Call,Email,Completed
3892,389,2025-09-29,Demo,Phone,Completed
3901,390,2025-02-10,Meeting,In-person,"No Response"
3902,390,2025-02-12,"Proposal Follow-up",Email,Completed
3911,391,2025-10-19,Demo,Video,Completed
3912,391,2025-10-25,Email,In-person,Completed
3913,391,2025-10-27,Meeting,Email,Completed
3914,391,2025-11-02,"Proposal Follow-up",Phone,Completed
3915,391,2025-11-08,Call,Video,Completed
3921,392,2025-03-04,"Proposal Follow-up",Phone,Completed
3922,392,2025-03-10,Call,Video,Completed
3923,392,2025-03-16,Demo,In-person,Completed
3924,392,2025-03-18,Email,Email,Completed
3931,393,2025-11-10,Email,Email,Completed
3932,393,2025-11-16,Meeting,Phone,"No Response"
3933,393,2025-11-22,"Proposal Follow-up",Video,Completed
3934,393,2025-11-28,Call,In-person,Completed
3941,394,2025-11-25,Call,In-person,"No Response"
3942,394,2025-11-27,Demo,Email,Completed
3943,394,2025-12-03,Email,Phone,Completed
3951,395,2025-04-10,Meeting,Video,Completed
3952,395,2025-04-16,"Proposal Follow-up",In-person,Completed
3953,395,2025-04-18,Call,Email,Completed
3954,395,2025-04-24,Demo,Phone,Completed
3961,396,2025-12-17,Demo,Phone,Completed
3962,396,2025-12-23,Email,Video,Completed
3963,396,2025-12-29,Meeting,In-person,"No Response"
3971,397,2025-05-02,"Proposal Follow-up",Email,Completed
3972,397,2025-05-08,Call,Phone,"No Response"
3973,397,2025-05-14,Demo,Video,Completed
3974,397,2025-05-20,Email,In-person,Completed
3981,398,2026-01-12,Email,In-person,Completed
3982,398,2026-01-14,Meeting,Email,Completed
3983,398,2026-01-20,"Proposal Follow-up",Phone,Completed
3984,398,2026-01-26,Call,Video,Completed
3985,398,2026-02-01,Demo,In-person,"No Response"
3991,399,2025-05-28,Call,Video,Completed
3992,399,2025-06-03,Demo,In-person,Completed
3993,399,2025-06-05,Email,Email,Completed
3994,399,2025-06-11,Meeting,Phone,"No Response"
4001,400,2026-02-03,Meeting,Phone,Completed
4002,400,2026-02-09,"Proposal Follow-up",Video,Completed
4003,400,2026-02-15,Call,In-person,Completed
