opportunity_id,account_id,lead_date,qualified_date,proposal_date,closed_date,current_stage,outcome,deal_size_band,deal_value_usd,lead_source,owner_team,lost_reason
251,217,2025-02-12,2025-02-14,,,Qualified,Open,Medium,79766.0,Partner,"EMEA Sales",
252,234,2025-10-22,2025-10-26,2025-11-29,,Proposal,Open,Small,18426.0,Partner,"NA Sales",
253,11,2025-11-03,2025-11-07,2025-12-11,2026-01-03,Lost,Lost,Medium,70718.0,Outbound,"APAC Sales",Budget
254,28,2025-03-20,2025-03-29,2025-04-28,2025-05-25,Won,Won,Small,12462.0,Inbound,"EMEA Sales",
255,45,2025-11-27,2025-12-04,2025-12-24,2026-01-16,Won,Won,Small,13200.0,Event,"NA Sales",
256,62,2025-04-13,,,,Lead,Open,Medium,74066.0,Outbound,"LATAM Sales",
257,79,2025-12-21,2025-12-25,2026-01-22,2026-02-27,Lost,Lost,Small,14676.0,Partner,"APAC Sales",Budget
258,96,2025-05-07,2025-05-20,2025-06-09,2025-07-02,Lost,Lost,Large,101234.0,Event,"EMEA Sales",Competitor
259,113,2026-01-14,2026-01-17,2026-02-08,2026-03-29,Lost,Lost,Large,102962.0,Inbound,"NA Sales",Budget
260,130,2025-05-31,2025-06-14,2025-06-26,2025-08-10,Won,Won,Medium,78530.0,Inbound,"APAC Sales",
261,147,2026-02-07,,,,Lead,Open,Small,17628.0,Partner,"EMEA Sales",
262,164,2025-06-24,,,,Lead,Open,Medium,35762.0,Outbound,"NA Sales",
263,181,2026-03-03,2026-03-15,,,Qualified,Open,Medium,36878.0,Inbound,"LATAM Sales",
264,198,2025-07-18,2025-08-01,2025-08-13,2025-09-27,Won,Won,Medium,37994.0,Outbound,"EMEA Sales",
265,215,2026-03-27,2026-04-04,2026-04-24,2026-05-17,Lost,Lost,Medium,39110.0,Partner,"NA Sales",Budget
266,232,2025-08-11,2025-08-21,2025-09-10,2025-10-03,Lost,Lost,Small,21318.0,Partner,"NA Sales",Competitor
267,9,2025-08-23,,,,Lead,Open,Small,14616.0,Partner,"EMEA Sales",
268,26,2025-01-07,2025-01-19,2025-02-10,2025-02-24,Won,Won,Small,15354.0,Outbound,"NA Sales",
269,43,2025-09-16,2025-09-24,2025-10-10,2025-11-06,Won,Won,Small,16092.0,Inbound,"LATAM Sales",
270,60,2025-01-31,2025-02-03,2025-03-01,,Proposal,Open,Medium,78410.0,Partner,"APAC Sales",
271,77,2025-10-10,2025-10-12,2025-11-11,2025-12-08,Won,Won,Small,17568.0,Inbound,"EMEA Sales",
272,94,2025-02-24,2025-03-07,,,Qualified,Open,Medium,35642.0,Outbound,"NA Sales",
273,111,2025-11-03,2025-11-15,,,Qualified,Open,Medium,36758.0,Partner,"APAC Sales",
274,128,2025-03-20,2025-04-01,,,Qualified,Open,Medium,37874.0,Partner,"EMEA Sales",
275,145,2025-11-27,2025-12-12,2025-12-24,2026-02-07,Lost,Lost,Small,20520.0,Outbound,"NA Sales",Budget
276,162,2025-04-13,2025-04-26,,,Qualified,Open,Medium,40106.0,Outbound,"LATAM Sales",
277,179,2025-12-21,,,,Lead,Open,Medium,41222.0,Event,"APAC Sales",
278,196,2025-05-07,,,,Lead,Open,Medium,42338.0,Outbound,"EMEA Sales",
279,213,2026-01-14,2026-01-26,2026-02-17,2026-03-03,Won,Won,Large,120482.0,Partner,"NA Sales",
280,230,2025-05-31,,,,Lead,Open,Small,24210.0,Event,"APAC Sales",
281,7,2025-06-12,2025-06-23,,,Qualified,Open,Small,17508.0,Event,"NA Sales",
282,24,2026-02-19,2026-03-04,2026-03-26,2026-04-09,Lost,Lost,Small,18246.0,Event,"NA Sales",Competitor
283,41,2025-07-06,2025-07-15,2025-08-14,2025-09-10,Lost,Lost,Small,18984.0,Partner,"APAC Sales",Budget
284,58,2026-03-15,2026-03-17,2026-04-08,2026-05-27,Won,Won,Medium,37754.0,Inbound,"EMEA Sales",
285,75,2025-07-30,2025-08-13,,,Qualified,Open,Small,20460.0,Partner,"NA Sales",
286,92,2026-04-08,2026-04-15,2026-05-01,2026-05-28,Lost,Lost,Medium,39986.0,Inbound,"APAC Sales",Competitor
287,109,2025-08-23,2025-09-02,2025-09-22,2025-10-15,Won,Won,Medium,41102.0,Outbound,"EMEA Sales",
288,126,2025-01-07,2025-01-12,2025-02-01,2025-02-24,Lost,Lost,Medium,42218.0,Outbound,"NA Sales",Competitor
289,143,2025-09-16,2025-09-24,2025-10-06,2025-11-20,Lost,Lost,Small,23412.0,Outbound,"LATAM Sales",Budget
290,160,2025-01-31,2025-02-03,2025-02-25,2025-04-15,Lost,Lost,Medium,44450.0,Inbound,"APAC Sales",Competitor
291,177,2025-10-10,2025-10-21,,,Qualified,Open,Medium,45566.0,Event,"EMEA Sales",
292,194,2025-02-24,2025-03-04,2025-03-24,2025-04-16,Lost,Lost,Medium,46682.0,Outbound,"NA Sales",Competitor
293,211,2025-11-03,2025-11-05,2025-12-09,2026-01-01,Won,Won,Medium,47798.0,Event,"APAC Sales",
294,228,2025-03-20,,,,Lead,Open,Small,27102.0,Inbound,"EMEA Sales",
295,5,2025-04-01,2025-04-11,2025-04-25,2025-05-31,Won,Won,Medium,38750.0,Inbound,"NA Sales",
296,22,2025-12-09,2025-12-21,2025-12-29,2026-02-16,Won,Won,Small,21138.0,Inbound,"APAC Sales",
297,39,2025-04-25,2025-05-03,2025-06-02,2025-06-29,Lost,Lost,Small,21876.0,Inbound,"EMEA Sales",Budget
298,56,2026-01-02,2026-01-14,2026-02-05,2026-02-19,Lost,Lost,Medium,42098.0,Partner,"NA Sales",Competitor
299,73,2025-05-19,2025-06-01,2025-06-21,2025-07-14,Won,Won,Small,23352.0,Outbound,"APAC Sales",
300,90,2026-01-26,2026-01-29,,,Qualified,Open,Medium,44330.0,Event,"EMEA Sales",
301,107,2025-06-12,2025-06-16,,,Qualified,Open,Medium,45446.0,Inbound,"NA Sales",
302,124,2026-02-19,2026-03-04,2026-03-26,2026-04-09,Won,Won,Large,126146.0,Outbound,"NA Sales",
303,141,2025-07-06,,,,Lead,Open,Small,26304.0,Outbound,"APAC Sales",
304,158,2026-03-15,2026-03-23,2026-04-22,2026-05-19,Won,Won,Large,129602.0,Inbound,"EMEA Sales",
305,175,2025-07-30,2025-08-12,2025-08-24,2025-10-08,Won,Won,Large,131330.0,Inbound,"NA Sales",
306,192,2026-04-08,2026-04-21,,,Qualified,Open,Medium,51026.0,Outbound,"APAC Sales",
307,209,2025-08-23,2025-08-25,2025-09-24,2025-10-21,Won,Won,Large,134786.0,Inbound,"EMEA Sales",
308,226,2025-01-07,2025-01-22,2025-02-05,2025-03-13,Lost,Lost,Medium,53258.0,Outbound,"NA Sales",Competitor
309,3,2025-01-19,,,,Lead,Open,Medium,43094.0,Outbound,"APAC Sales",
310,20,2025-09-28,2025-10-09,2025-10-21,2025-12-05,Lost,Lost,Medium,44210.0,Partner,"EMEA Sales",Competitor
311,37,2025-02-12,,,,Lead,Open,Medium,45326.0,Outbound,"NA Sales",
312,54,2025-10-22,2025-10-31,2025-11-22,2025-12-06,Won,Won,Medium,46442.0,Outbound,"LATAM Sales",
313,71,2025-03-08,,,,Lead,Open,Small,26244.0,Inbound,"EMEA Sales",
314,88,2025-11-15,2025-11-26,2025-12-24,2026-01-29,Won,Won,Small,26982.0,Outbound,"NA Sales",
315,105,2025-04-01,,,,Lead,Open,Large,131570.0,Inbound,"NA Sales",
316,122,2025-12-09,2025-12-13,2026-01-16,2026-02-08,Lost,Lost,Small,28458.0,Inbound,"APAC Sales",Competitor
317,139,2025-04-25,,,,Lead,Open,Medium,52022.0,Outbound,"EMEA Sales",
318,156,2026-01-02,2026-01-15,2026-01-27,2026-03-13,Lost,Lost,Small,29934.0,Inbound,"NA Sales",Competitor
319,173,2025-05-19,2025-05-21,,,Qualified,Open,Large,138482.0,Inbound,"APAC Sales",
320,190,2026-01-26,,,,Lead,Open,Large,140210.0,Event,"EMEA Sales",
321,207,2025-06-12,2025-06-14,,,Qualified,Open,Small,14148.0,Outbound,"NA Sales",
322,224,2026-02-19,2026-03-06,2026-03-26,2026-04-18,Won,Won,Medium,57602.0,Partner,"NA Sales",
323,1,2026-03-03,2026-03-10,2026-03-24,2026-04-29,Lost,Lost,Medium,47438.0,Inbound,"EMEA Sales",Budget
324,18,2025-07-18,2025-07-24,2025-08-07,,Proposal,Open,Medium,48554.0,Inbound,"NA Sales",
325,35,2026-03-27,2026-03-29,2026-04-18,2026-05-11,Won,Won,Medium,49670.0,Inbound,"LATAM Sales",
326,52,2025-08-11,2025-08-15,2025-09-14,2025-10-11,Won,Won,Small,28398.0,Inbound,"EMEA Sales",
327,69,2026-04-20,,,,Lead,Open,Medium,51902.0,Partner,"EMEA Sales",
328,86,2025-09-04,,,,Lead,Open,Small,29874.0,Outbound,"NA Sales",
329,103,2025-01-19,2025-02-03,2025-02-23,2025-03-18,Won,Won,Small,12612.0,Event,"APAC Sales",
330,120,2025-09-28,2025-10-03,2025-11-02,2025-11-29,Lost,Lost,Medium,55250.0,Inbound,"EMEA Sales",Competitor
331,137,2025-02-12,2025-02-20,2025-03-12,2025-04-04,Won,Won,Large,142178.0,Outbound,"NA Sales",
332,154,2025-10-22,2025-11-05,2025-11-19,2025-12-25,Lost,Lost,Medium,57482.0,Outbound,"LATAM Sales",Competitor
333,171,2025-03-08,2025-03-11,2025-04-08,2025-05-14,Won,Won,Small,15564.0,Outbound,"EMEA Sales",
334,188,2025-11-15,2025-11-26,2025-12-16,2026-01-08,Lost,Lost,Small,16302.0,Inbound,"NA Sales",Competitor
335,205,2025-04-01,2025-04-15,,,Qualified,Open,Medium,60830.0,Partner,"NA Sales",
336,222,2025-12-09,2025-12-22,,,Qualified,Open,Medium,61946.0,Inbound,"APAC Sales",
337,239,2025-04-25,2025-04-29,2025-06-02,2025-06-25,Lost,Lost,Medium,63062.0,Outbound,"EMEA Sales",Budget
338,16,2025-05-07,2025-05-11,2025-06-14,2025-07-07,Lost,Lost,Large,137234.0,Partner,"LATAM Sales",Competitor
339,33,2026-01-14,2026-01-23,,,Qualified,Open,Large,138962.0,Event,"APAC Sales",
340,50,2025-05-31,2025-06-10,2025-06-30,2025-07-23,Lost,Lost,Small,13290.0,Partner,"EMEA Sales",Competitor
341,67,2026-02-07,2026-02-13,2026-03-13,2026-04-18,Lost,Lost,Medium,56246.0,Outbound,"NA Sales",Budget
342,84,2025-06-24,2025-07-01,,,Qualified,Open,Medium,57362.0,Inbound,"APAC Sales",
343,101,2026-03-03,2026-03-08,,,Qualified,Open,Medium,58478.0,Event,"EMEA Sales",
344,118,2025-07-18,2025-07-27,,,Qualified,Open,Medium,59594.0,Inbound,"NA Sales",
345,135,2026-03-27,2026-04-03,2026-04-19,2026-05-16,Won,Won,Small,16980.0,Outbound,"LATAM Sales",
346,152,2025-08-11,2025-08-26,,,Qualified,Open,Medium,61826.0,Partner,"EMEA Sales",
347,169,2026-04-20,2026-05-03,,,Qualified,Open,Medium,62942.0,Outbound,"EMEA Sales",
348,186,2025-09-04,2025-09-11,2025-09-25,2025-10-31,Won,Won,Medium,64058.0,Outbound,"NA Sales",
349,203,2025-01-19,2025-01-29,2025-02-14,2025-03-13,Won,Won,Large,156242.0,Inbound,"APAC Sales",
350,220,2025-09-28,2025-10-04,2025-10-16,2025-11-30,Won,Won,Small,20670.0,Partner,"EMEA Sales",
351,237,2025-02-12,2025-02-23,,,Qualified,Open,Large,159698.0,Inbound,"NA Sales",
352,14,2025-02-24,2025-03-05,2025-03-21,,Proposal,Open,Small,14706.0,Outbound,"APAC Sales",
353,31,2025-11-03,2025-11-05,,,Qualified,Open,Medium,58358.0,Outbound,"EMEA Sales",
354,48,2025-03-20,,,,Lead,Open,Large,147842.0,Outbound,"NA Sales",
355,65,2025-11-27,2025-12-05,2026-01-04,2026-01-31,Lost,Lost,Small,16920.0,Outbound,"APAC Sales",Budget
356,82,2025-04-13,,,,Lead,Open,Large,151298.0,Inbound,"EMEA Sales",
357,99,2025-12-21,2025-12-28,2026-01-17,2026-02-09,Won,Won,Large,153026.0,Event,"NA Sales",
358,116,2025-05-07,2025-05-15,,,Qualified,Open,Small,19134.0,Outbound,"LATAM Sales",
359,133,2026-01-14,2026-01-20,,,Qualified,Open,Medium,65054.0,Partner,"APAC Sales",
360,150,2025-05-31,2025-06-12,2025-06-20,2025-08-08,Lost,Lost,Small,20610.0,Event,"EMEA Sales",Competitor
361,167,2026-02-07,,,,Lead,Open,Large,159938.0,Event,"NA Sales",
362,184,2025-06-24,2025-06-28,2025-07-14,2025-08-10,Lost,Lost,Large,161666.0,Event,"APAC Sales",Competitor
363,201,2026-03-03,2026-03-09,2026-03-29,2026-04-21,Lost,Lost,Small,22824.0,Partner,"EMEA Sales",Budget
364,218,2025-07-18,,,,Lead,Open,Medium,70634.0,Inbound,"NA Sales",
365,235,2026-03-27,2026-04-01,2026-05-05,2026-05-28,Lost,Lost,Small,24300.0,Event,"LATAM Sales",Budget
366,12,2026-04-08,2026-04-22,2026-05-08,,Proposal,Open,Medium,61586.0,Inbound,"EMEA Sales",
367,29,2025-08-23,2025-08-27,2025-09-16,2025-10-09,Won,Won,Medium,62702.0,Outbound,"NA Sales",
368,46,2025-01-07,,,,Lead,Open,Small,19074.0,Outbound,"APAC Sales",
369,63,2025-09-16,2025-09-26,2025-10-24,2025-11-29,Lost,Lost,Medium,64934.0,Outbound,"EMEA Sales",Budget
370,80,2025-01-31,2025-02-11,2025-02-23,2025-04-09,Won,Won,Medium,66050.0,Inbound,"NA Sales",
371,97,2025-10-10,2025-10-14,2025-10-28,2025-12-03,Lost,Lost,Medium,67166.0,Event,"LATAM Sales",Budget
372,114,2025-02-24,2025-03-04,2025-04-03,2025-04-30,Won,Won,Medium,68282.0,Outbound,"APAC Sales",
373,131,2025-11-03,2025-11-06,2025-12-06,,Proposal,Open,Large,163634.0,Event,"EMEA Sales",
374,148,2025-03-20,2025-03-29,,,Qualified,Open,Large,165362.0,Inbound,"NA Sales",
375,165,2025-11-27,2025-12-03,2025-12-23,2026-01-15,Won,Won,Medium,71630.0,Outbound,"APAC Sales",
376,182,2025-04-13,2025-04-25,2025-05-17,2025-05-31,Won,Won,Medium,72746.0,Outbound,"EMEA Sales",
377,199,2025-12-21,2026-01-02,,,Qualified,Open,Medium,73862.0,Inbound,"NA Sales",
378,216,2025-05-07,2025-05-13,,,Qualified,Open,Small,26454.0,Event,"LATAM Sales",
379,233,2026-01-14,2026-01-22,2026-02-19,,Proposal,Open,Medium,76094.0,Outbound,"APAC Sales",
380,10,2026-01-26,,,,Lead,Open,Small,20490.0,Event,"NA Sales",
381,27,2025-06-12,2025-06-19,2025-07-09,2025-08-01,Won,Won,Small,21228.0,Inbound,"APAC Sales",
382,44,2026-02-19,2026-02-25,2026-03-17,2026-04-09,Won,Won,Large,162146.0,Outbound,"EMEA Sales",
383,61,2025-07-06,2025-07-16,2025-07-28,,Proposal,Open,Small,22704.0,Outbound,"NA Sales",
384,78,2026-03-15,2026-03-24,,,Qualified,Open,Large,165602.0,Outbound,"NA Sales",
385,95,2025-07-30,2025-08-01,2025-08-17,2025-09-13,Lost,Lost,Large,167330.0,Inbound,"APAC Sales",Budget
386,112,2026-04-08,2026-04-13,2026-05-17,2026-06-09,Lost,Lost,Small,24918.0,Partner,"EMEA Sales",Competitor
387,129,2025-08-23,,,,Lead,Open,Medium,73742.0,Inbound,"NA Sales",
388,146,2025-01-07,2025-01-22,2025-01-30,2025-03-20,Lost,Lost,Small,26394.0,Outbound,"APAC Sales",Competitor
389,163,2025-09-16,2025-10-01,,,Qualified,Open,Large,174242.0,Event,"EMEA Sales",
390,180,2025-01-31,2025-02-04,,,Qualified,Open,Large,175970.0,Event,"NA Sales",
391,197,2025-10-10,2025-10-14,2025-11-11,2025-12-17,Lost,Lost,Small,28608.0,Event,"LATAM Sales",Budget
392,214,2025-02-24,2025-03-05,2025-03-25,,Proposal,Open,Medium,79322.0,Partner,"APAC Sales",
393,231,2025-11-03,2025-11-12,2025-12-12,2026-01-08,Lost,Lost,Medium,35438.0,Outbound,"EMEA Sales",Budget
394,8,2025-11-15,,,,Lead,Open,Medium,70274.0,Partner,"LATAM Sales",
395,25,2025-04-01,2025-04-09,,,Qualified,Open,Large,167570.0,Inbound,"EMEA Sales",
396,42,2025-12-09,2025-12-13,2026-01-02,2026-01-25,Lost,Lost,Small,24858.0,Outbound,"NA Sales",Competitor
397,59,2025-04-25,2025-05-04,2025-05-20,2025-06-16,Lost,Lost,Medium,73622.0,Outbound,"NA Sales",Budget
398,76,2026-01-02,2026-01-09,2026-02-06,2026-03-14,Won,Won,Medium,74738.0,Outbound,"APAC Sales",
399,93,2025-05-19,2025-06-02,2025-06-24,2025-07-08,Lost,Lost,Medium,75854.0,Outbound,"EMEA Sales",Budget
400,110,2026-01-26,2026-02-07,2026-03-01,2026-03-15,Won,Won,Large,176210.0,Inbound,"NA Sales",
401,127,2025-06-12,2025-06-19,,,Qualified,Open,Small,28548.0,Partner,"APAC Sales",
402,144,2026-02-19,2026-02-27,,,Qualified,Open,Large,179666.0,Inbound,"EMEA Sales",
403,161,2025-07-06,2025-07-11,2025-07-31,2025-08-23,Won,Won,Medium,35318.0,Outbound,"NA Sales",
404,178,2026-03-15,2026-03-23,,,Qualified,Open,Medium,36434.0,Outbound,"NA Sales",
405,195,2025-07-30,,,,Lead,Open,Medium,37550.0,Outbound,"APAC Sales",
406,212,2026-04-08,2026-04-19,,,Qualified,Open,Small,14238.0,Outbound,"EMEA Sales",
407,229,2025-08-23,2025-09-05,2025-09-11,2025-11-08,Lost,Lost,Small,14976.0,Inbound,"NA Sales",Budget
408,6,2025-09-04,2025-09-09,2025-10-01,2025-11-19,Lost,Lost,Medium,74618.0,Partner,"APAC Sales",Competitor
409,23,2025-01-19,2025-01-26,,,Qualified,Open,Medium,75734.0,Inbound,"EMEA Sales",
410,40,2025-09-28,2025-10-01,2025-10-29,2025-12-04,Won,Won,Medium,76850.0,Outbound,"NA Sales",
411,57,2025-02-12,2025-02-17,2025-03-05,2025-04-01,Lost,Lost,Medium,77966.0,Partner,"APAC Sales",Budget
412,74,2025-10-22,2025-10-25,2025-11-14,2025-12-07,Lost,Lost,Small,29226.0,Partner,"EMEA Sales",Competitor
413,91,2025-03-08,2025-03-15,,,Qualified,Open,Small,29964.0,Partner,"NA Sales",
414,108,2025-11-15,2025-11-23,2025-12-13,2026-01-05,Lost,Lost,Medium,36314.0,Outbound,"LATAM Sales",Competitor
415,125,2025-04-01,2025-04-13,2025-04-29,,Proposal,Open,Medium,37430.0,Inbound,"EMEA Sales",
416,142,2025-12-09,2025-12-24,2025-12-30,2026-02-26,Lost,Lost,Medium,38546.0,Outbound,"NA Sales",Competitor
417,159,2025-04-25,2025-05-05,2025-05-19,2025-06-24,Won,Won,Small,14916.0,Event,"NA Sales",
418,176,2026-01-02,2026-01-15,2026-01-29,2026-03-06,Lost,Lost,Small,15654.0,Inbound,"APAC Sales",Competitor
419,193,2025-05-19,2025-05-29,,,Qualified,Open,Medium,41894.0,Inbound,"EMEA Sales",
420,210,2026-01-26,2026-02-08,2026-02-16,2026-04-06,Lost,Lost,Small,17130.0,Inbound,"NA Sales",Competitor
421,227,2025-06-12,2025-06-24,2025-07-06,2025-08-20,Lost,Lost,Large,195458.0,Inbound,"APAC Sales",Budget
422,4,2025-06-24,2025-06-28,,,Qualified,Open,Small,29166.0,Partner,"EMEA Sales",
423,21,2026-03-03,2026-03-09,2026-03-21,2026-05-05,Won,Won,Small,29904.0,Inbound,"NA Sales",
424,38,2025-07-18,2025-07-29,2025-08-06,2025-09-24,Lost,Lost,Medium,36194.0,Partner,"APAC Sales",Competitor
425,55,2026-03-27,2026-04-11,2026-05-01,2026-05-24,Lost,Lost,Small,13380.0,Event,"EMEA Sales",Budget
426,72,2025-08-11,2025-08-22,2025-09-19,2025-10-25,Won,Won,Large,187058.0,Inbound,"NA Sales",
427,89,2026-04-20,2026-05-05,,,Qualified,Open,Large,188786.0,Inbound,"LATAM Sales",
428,106,2025-09-04,,,,Lead,Open,Small,15594.0,Event,"APAC Sales",
429,123,2025-01-19,,,,Lead,Open,Medium,41774.0,Outbound,"EMEA Sales",
430,140,2025-09-28,2025-10-02,2025-11-01,,Proposal,Open,Small,17070.0,Inbound,"NA Sales",
431,157,2025-02-12,,,,Lead,Open,Large,195698.0,Partner,"APAC Sales",
432,174,2025-10-22,2025-11-04,2025-11-12,2025-12-31,Won,Won,Small,18546.0,Event,"EMEA Sales",
433,191,2025-03-08,2025-03-15,2025-04-12,,Proposal,Open,Small,19284.0,Inbound,"NA Sales",
434,208,2025-11-15,,,,Lead,Open,Medium,47354.0,Inbound,"LATAM Sales",
435,225,2025-04-01,2025-04-08,2025-04-24,,Proposal,Open,Medium,48470.0,Inbound,"EMEA Sales",
436,2,2025-04-13,2025-04-28,2025-05-10,,Proposal,Open,Large,187298.0,Partner,"NA Sales",
437,19,2025-12-21,2026-01-02,2026-01-10,2026-02-28,Won,Won,Small,14796.0,Outbound,"APAC Sales",
438,36,2025-05-07,2025-05-15,,,Qualified,Open,Medium,40538.0,Event,"EMEA Sales",
439,53,2026-01-14,2026-01-21,2026-02-04,2026-03-12,Lost,Lost,Large,192482.0,Inbound,"NA Sales",Budget
440,70,2025-05-31,2025-06-03,2025-07-09,,Proposal,Open,Medium,42770.0,Outbound,"LATAM Sales",
441,87,2026-02-07,2026-02-11,2026-03-11,2026-04-16,Won,Won,Medium,43886.0,Outbound,"APAC Sales",
442,104,2025-06-24,2025-06-26,,,Qualified,Open,Large,197666.0,Outbound,"EMEA Sales",
443,121,2026-03-03,2026-03-09,2026-04-06,2026-05-12,Won,Won,Small,19224.0,Inbound,"NA Sales",
444,138,2025-07-18,2025-07-22,2025-08-05,,Proposal,Open,Large,201122.0,Event,"APAC Sales",
445,155,2026-03-27,2026-04-09,2026-04-23,2026-05-29,Won,Won,Medium,48350.0,Outbound,"EMEA Sales",
446,172,2025-08-11,2025-08-24,,,Qualified,Open,Large,204578.0,Partner,"NA Sales",
447,189,2026-04-20,,,,Lead,Open,Small,22176.0,Inbound,"LATAM Sales",
448,206,2025-09-04,2025-09-12,2025-09-28,2025-10-25,Lost,Lost,Large,208034.0,Inbound,"APAC Sales",Competitor
449,223,2025-01-19,,,,Lead,Open,Medium,52814.0,Inbound,"EMEA Sales",
450,240,2025-09-28,2025-10-05,2025-11-04,,Proposal,Open,Small,24390.0,Event,"NA Sales",
451,17,2025-10-10,2025-10-17,2025-10-31,2025-12-06,Won,Won,Large,196178.0,Outbound,"EMEA Sales",
452,34,2025-02-24,2025-03-08,2025-03-24,2025-04-20,Lost,Lost,Small,18426.0,Inbound,"NA Sales",Competitor
453,51,2025-11-03,2025-11-16,2025-11-28,2026-01-12,Lost,Lost,Large,199634.0,Outbound,"NA Sales",Budget
454,68,2025-03-20,2025-03-27,,,Qualified,Open,Medium,47114.0,Event,"APAC Sales",
455,85,2025-11-27,2025-12-05,2025-12-27,2026-02-14,Won,Won,Medium,48230.0,Inbound,"EMEA Sales",
456,102,2025-04-13,2025-04-19,2025-05-01,2025-06-15,Won,Won,Medium,49346.0,Inbound,"NA Sales",
457,119,2025-12-21,,,,Lead,Open,Small,22116.0,Event,"APAC Sales",
458,136,2025-05-07,2025-05-12,2025-06-09,2025-07-15,Lost,Lost,Medium,51578.0,Outbound,"EMEA Sales",Competitor
459,153,2026-01-14,2026-01-25,2026-02-14,2026-03-09,Won,Won,Medium,52694.0,Inbound,"NA Sales",
460,170,2025-05-31,2025-06-09,2025-07-09,2025-08-05,Won,Won,Medium,53810.0,Partner,"LATAM Sales",
461,187,2026-02-07,2026-02-10,2026-03-16,2026-04-08,Won,Won,Small,25068.0,Event,"APAC Sales",
462,204,2025-06-24,2025-06-27,,,Qualified,Open,Medium,56042.0,Inbound,"EMEA Sales",
463,221,2026-03-03,,,,Lead,Open,Small,26544.0,Inbound,"NA Sales",
464,238,2025-07-18,,,,Lead,Open,Small,27282.0,Inbound,"APAC Sales",
465,15,2025-07-30,2025-08-13,2025-08-27,2025-10-02,Lost,Lost,Medium,48110.0,Event,"NA Sales",Budget
466,32,2026-04-08,2026-04-13,,,Qualified,Open,Small,21318.0,Outbound,"NA Sales",
467,49,2025-08-23,,,,Lead,Open,Medium,50342.0,Event,"APAC Sales",
468,66,2025-01-07,,,,Lead,Open,Medium,51458.0,Inbound,"EMEA Sales",
469,83,2025-09-16,2025-09-28,2025-10-10,2025-11-24,Won,Won,Medium,52574.0,Outbound,"NA Sales",
470,100,2025-01-31,,,,Lead,Open,Medium,53690.0,Partner,"APAC Sales",
471,117,2025-10-10,,,,Lead,Open,Small,25008.0,Outbound,"EMEA Sales",
472,134,2025-02-24,,,,Lead,Open,Large,215426.0,Outbound,"NA Sales",
473,151,2025-11-03,2025-11-10,2025-11-22,2026-01-06,Won,Won,Large,217154.0,Inbound,"NA Sales",
474,168,2025-03-20,,,,Lead,Open,Medium,58154.0,Outbound,"APAC Sales",
475,185,2025-11-27,2025-12-08,2025-12-16,2026-02-03,Won,Won,Small,27960.0,Inbound,"EMEA Sales",
476,202,2025-04-13,,,,Lead,Open,Medium,60386.0,Inbound,"NA Sales",
477,219,2025-12-21,2025-12-26,2026-01-09,2026-02-14,Won,Won,Small,29436.0,Outbound,"APAC Sales",
478,236,2025-05-07,,,,Lead,Open,Small,12174.0,Outbound,"EMEA Sales",
479,13,2025-05-19,2025-05-21,,,Qualified,Open,Large,210482.0,Inbound,"NA Sales",
480,30,2026-01-26,2026-02-02,2026-02-24,2026-04-14,Won,Won,Small,24210.0,Event,"APAC Sales",
481,47,2025-06-12,2025-06-18,2025-07-02,2025-08-07,Won,Won,Medium,54686.0,Outbound,"EMEA Sales",
482,64,2026-02-19,2026-03-01,2026-03-21,2026-04-13,Won,Won,Medium,55802.0,Event,"NA Sales",
483,81,2025-07-06,2025-07-15,2025-08-06,2025-08-20,Won,Won,Medium,56918.0,Inbound,"LATAM Sales",
484,98,2026-03-15,2026-03-17,2026-04-16,,Proposal,Open,Medium,58034.0,Outbound,"EMEA Sales",
485,115,2025-07-30,2025-08-02,,,Qualified,Open,Small,27900.0,Outbound,"NA Sales",
486,132,2026-04-08,,,,Lead,Open,Medium,60266.0,Inbound,"NA Sales",
487,149,2025-08-23,2025-08-27,2025-09-30,2025-10-23,Lost,Lost,Medium,61382.0,Inbound,"APAC Sales",Budget
488,166,2025-01-07,2025-01-20,,,Qualified,Open,Medium,62498.0,Outbound,"EMEA Sales",
489,183,2025-09-16,2025-09-21,2025-10-05,2025-11-10,Won,Won,Small,12852.0,Inbound,"NA Sales",
490,200,2025-01-31,2025-02-05,2025-03-05,2025-04-10,Lost,Lost,Medium,64730.0,Outbound,"APAC Sales",Competitor
491,217,2025-10-10,2025-10-20,2025-11-01,2025-12-16,Won,Won,Small,14328.0,Outbound,"EMEA Sales",
492,234,2025-02-24,2025-03-06,2025-03-20,2025-04-25,Won,Won,Small,15066.0,Partner,"NA Sales",
493,11,2025-03-08,2025-03-13,2025-04-12,2025-05-09,Lost,Lost,Large,217634.0,Outbound,"APAC Sales",Budget
494,28,2025-11-15,2025-11-22,,,Qualified,Open,Small,27102.0,Outbound,"EMEA Sales",
495,45,2025-04-01,2025-04-07,,,Qualified,Open,Medium,59030.0,Inbound,"NA Sales",
496,62,2025-12-09,2025-12-19,2025-12-31,2026-02-14,Won,Won,Medium,60146.0,Outbound,"LATAM Sales",
497,79,2025-04-25,2025-05-04,,,Qualified,Open,Large,94546.0,Event,"APAC Sales",
498,96,2026-01-02,,,,Lead,Open,Large,96274.0,Inbound,"EMEA Sales",
499,113,2025-05-19,,,,Lead,Open,Small,12792.0,Inbound,"NA Sales",
